entry,at,order
"""blaaad @ gpZYtoabpb"" bets 40",2025-12-20T05:04:57.110Z,176620709711000
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:04:50.899Z,176620709089900
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:04:49.732Z,176620708973200
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T05:04:48.239Z,176620708823900
"""Matt @ VroTcYA-gK"" checks",2025-12-20T05:04:46.706Z,176620708670600
"Turn: 8♣, 2♥, 6♠ [8♠]",2025-12-20T05:04:42.623Z,176620708262300
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:04:41.717Z,176620708171700
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:04:40.259Z,176620708025900
"""sean @ QBFJyJmi22"" checks",2025-12-20T05:04:39.075Z,176620707907500
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T05:04:37.863Z,176620707786300
"""Matt @ VroTcYA-gK"" checks",2025-12-20T05:04:36.743Z,176620707674300
"Flop:  [8♣, 2♥, 6♠]",2025-12-20T05:04:32.816Z,176620707281600
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T05:04:31.951Z,176620707195100
"""Matt @ VroTcYA-gK"" calls 40",2025-12-20T05:04:29.868Z,176620706986800
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:04:24.686Z,176620706468600
"""blaaad @ gpZYtoabpb"" calls 40",2025-12-20T05:04:23.811Z,176620706381100
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T05:04:22.181Z,176620706218100
"""sean @ QBFJyJmi22"" calls 40",2025-12-20T05:04:18.469Z,176620705846900
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:04:14.581Z,176620705458100
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:04:13.178Z,176620705317800
"""Valkyrie @ abX3tAvjnL"" posts a big blind of 40",2025-12-20T05:04:11.547Z,176620705154711
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T05:04:11.547Z,176620705154710
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8741) | #3 ""baku @ doUwoBS7nJ"" (4770) | #4 ""sean @ QBFJyJmi22"" (7107) | #5 ""thiccy alt @ r4Up90ARFn"" (2311) | #6 ""blaaad @ gpZYtoabpb"" (11030) | #8 ""Rah @ 7fA2Vhp4Rw"" (5125) | #9 ""Matt @ VroTcYA-gK"" (12848) | #10 ""Valkyrie @ abX3tAvjnL"" (7583)",2025-12-20T05:04:11.547Z,176620705154701
"-- starting hand #361 (id: rcsbewyg8eqs)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T05:04:11.547Z,176620705154700
"-- ending hand #360 --",2025-12-20T05:04:08.628Z,176620704862802
"""baku @ doUwoBS7nJ"" collected 880 from pot",2025-12-20T05:04:08.628Z,176620704862801
"Uncalled bet of 880 returned to ""baku @ doUwoBS7nJ""",2025-12-20T05:04:08.628Z,176620704862800
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:04:07.804Z,176620704780400
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:04:06.853Z,176620704685300
"""baku @ doUwoBS7nJ"" bets 880",2025-12-20T05:04:05.184Z,176620704518400
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:04:00.204Z,176620704020400
"River: 10♥, 6♠, Q♥, 7♣ [2♦]",2025-12-20T05:03:58.101Z,176620703810100
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T05:03:57.296Z,176620703729600
"""baku @ doUwoBS7nJ"" checks",2025-12-20T05:03:52.184Z,176620703218400
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:03:47.238Z,176620702723800
"Turn: 10♥, 6♠, Q♥ [7♣]",2025-12-20T05:03:46.892Z,176620702689200
"""Rah @ 7fA2Vhp4Rw"" calls 160",2025-12-20T05:03:46.012Z,176620702601200
"""blaaad @ gpZYtoabpb"" calls 160",2025-12-20T05:03:44.544Z,176620702454400
"""baku @ doUwoBS7nJ"" bets 160",2025-12-20T05:03:40.786Z,176620702078600
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:03:36.501Z,176620701650100
"Flop:  [10♥, 6♠, Q♥]",2025-12-20T05:03:34.974Z,176620701497400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:03:34.169Z,176620701416900
"""Rah @ 7fA2Vhp4Rw"" calls 120",2025-12-20T05:03:33.251Z,176620701325100
"""blaaad @ gpZYtoabpb"" calls 120",2025-12-20T05:03:31.565Z,176620701156500
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:03:26.480Z,176620700648000
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:03:23.671Z,176620700367100
"""baku @ doUwoBS7nJ"" raises to 120",2025-12-20T05:03:21.567Z,176620700156700
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:03:19.024Z,176620699902400
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:03:17.936Z,176620699793600
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T05:03:16.318Z,176620699631811
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T05:03:16.318Z,176620699631810
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8741) | #3 ""baku @ doUwoBS7nJ"" (4170) | #4 ""sean @ QBFJyJmi22"" (7107) | #5 ""thiccy alt @ r4Up90ARFn"" (2311) | #6 ""blaaad @ gpZYtoabpb"" (11310) | #8 ""Rah @ 7fA2Vhp4Rw"" (5405) | #9 ""Matt @ VroTcYA-gK"" (12888) | #10 ""Valkyrie @ abX3tAvjnL"" (7583)",2025-12-20T05:03:16.318Z,176620699631801
"-- starting hand #360 (id: 8s1t8pduzzqf)  (No Limit Texas Hold'em) (dealer: ""blaaad @ gpZYtoabpb"") --",2025-12-20T05:03:16.318Z,176620699631800
"-- ending hand #359 --",2025-12-20T05:03:13.306Z,176620699330601
"""blaaad @ gpZYtoabpb"" collected 11310 from pot with Pair, A's (combination: A♠, A♦, J♦, 9♦, 7♦)",2025-12-20T05:03:13.306Z,176620699330600
"River: 4♠, J♦, 7♦, 9♦ [5♠]",2025-12-20T05:03:09.299Z,176620698929900
"Turn: 4♠, J♦, 7♦ [9♦]",2025-12-20T05:03:05.297Z,176620698529700
"Flop:  [4♠, J♦, 7♦]",2025-12-20T05:03:01.272Z,176620698127200
"""Rah @ 7fA2Vhp4Rw"" shows a K♦, K♥.",2025-12-20T05:02:57.254Z,176620697725401
"""blaaad @ gpZYtoabpb"" shows a A♠, A♦.",2025-12-20T05:02:57.254Z,176620697725400
"""Rah @ 7fA2Vhp4Rw"" calls 5535",2025-12-20T05:02:56.451Z,176620697645100
"""blaaad @ gpZYtoabpb"" raises to 5535 and go all in",2025-12-20T05:02:46.536Z,176620696653600
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:02:35.481Z,176620695548100
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:02:30.974Z,176620695097400
"""Rah @ 7fA2Vhp4Rw"" raises to 1008",2025-12-20T05:02:28.860Z,176620694886000
"""blaaad @ gpZYtoabpb"" raises to 440",2025-12-20T05:02:18.747Z,176620693874700
"""thiccy alt @ r4Up90ARFn"" calls 120",2025-12-20T05:02:10.542Z,176620693054200
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:02:09.378Z,176620692937800
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:02:05.214Z,176620692521400
"""Steve @ GpxgUdJz7n"" raises to 120",2025-12-20T05:02:04.284Z,176620692428400
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:01:59.025Z,176620691902500
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:01:57.974Z,176620691797400
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T05:01:55.841Z,176620691584111
"""blaaad @ gpZYtoabpb"" posts a small blind of 20",2025-12-20T05:01:55.841Z,176620691584110
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8861) | #3 ""baku @ doUwoBS7nJ"" (4170) | #4 ""sean @ QBFJyJmi22"" (7107) | #5 ""thiccy alt @ r4Up90ARFn"" (2431) | #6 ""blaaad @ gpZYtoabpb"" (5535) | #8 ""Rah @ 7fA2Vhp4Rw"" (10940) | #9 ""Matt @ VroTcYA-gK"" (12888) | #10 ""Valkyrie @ abX3tAvjnL"" (7583)",2025-12-20T05:01:55.841Z,176620691584101
"-- starting hand #359 (id: tqxbvvpbevcj)  (No Limit Texas Hold'em) (dealer: ""thiccy alt @ r4Up90ARFn"") --",2025-12-20T05:01:55.841Z,176620691584100
"-- ending hand #358 --",2025-12-20T05:01:52.921Z,176620691292102
"""Rah @ 7fA2Vhp4Rw"" collected 520 from pot",2025-12-20T05:01:52.921Z,176620691292101
"Uncalled bet of 260 returned to ""Rah @ 7fA2Vhp4Rw""",2025-12-20T05:01:52.921Z,176620691292100
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:01:52.040Z,176620691204000
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:01:44.406Z,176620690440600
"""Rah @ 7fA2Vhp4Rw"" bets 260",2025-12-20T05:01:42.251Z,176620690225100
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T05:01:35.289Z,176620689528900
"Flop:  [9♠, 7♠, 8♣]",2025-12-20T05:01:33.960Z,176620689396000
"""Rah @ 7fA2Vhp4Rw"" calls 160",2025-12-20T05:01:33.139Z,176620689313900
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:01:30.715Z,176620689071500
"""thiccy alt @ r4Up90ARFn"" calls 160",2025-12-20T05:01:29.777Z,176620688977700
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:01:28.714Z,176620688871400
"""baku @ doUwoBS7nJ"" folds",2025-12-20T05:01:24.638Z,176620688463800
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:01:23.285Z,176620688328500
"""Valkyrie @ abX3tAvjnL"" raises to 160",2025-12-20T05:01:22.155Z,176620688215500
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:01:15.727Z,176620687572700
"""Rah @ 7fA2Vhp4Rw"" calls 40",2025-12-20T05:01:14.757Z,176620687475700
"""blaaad @ gpZYtoabpb"" posts a big blind of 40",2025-12-20T05:01:08.148Z,176620686814811
"""thiccy alt @ r4Up90ARFn"" posts a small blind of 20",2025-12-20T05:01:08.148Z,176620686814810
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8861) | #3 ""baku @ doUwoBS7nJ"" (4170) | #4 ""sean @ QBFJyJmi22"" (7107) | #5 ""thiccy alt @ r4Up90ARFn"" (2591) | #6 ""blaaad @ gpZYtoabpb"" (5575) | #8 ""Rah @ 7fA2Vhp4Rw"" (10580) | #9 ""Matt @ VroTcYA-gK"" (12888) | #10 ""Valkyrie @ abX3tAvjnL"" (7743)",2025-12-20T05:01:08.148Z,176620686814801
"-- starting hand #358 (id: lupbbilu1l5s)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T05:01:08.148Z,176620686814800
"-- ending hand #357 --",2025-12-20T05:01:05.245Z,176620686524502
"""baku @ doUwoBS7nJ"" collected 300 from pot",2025-12-20T05:01:05.245Z,176620686524501
"Uncalled bet of 280 returned to ""baku @ doUwoBS7nJ""",2025-12-20T05:01:05.245Z,176620686524500
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T05:01:04.435Z,176620686443500
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T05:01:03.366Z,176620686336600
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T05:00:57.757Z,176620685775700
"""sean @ QBFJyJmi22"" folds",2025-12-20T05:00:56.628Z,176620685662800
"""baku @ doUwoBS7nJ"" raises to 360",2025-12-20T05:00:55.549Z,176620685554900
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T05:00:50.775Z,176620685077500
"""Valkyrie @ abX3tAvjnL"" calls 80",2025-12-20T05:00:49.690Z,176620684969000
"""Matt @ VroTcYA-gK"" folds",2025-12-20T05:00:48.044Z,176620684804400
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T05:00:42.557Z,176620684255700
"""blaaad @ gpZYtoabpb"" raises to 80",2025-12-20T05:00:40.977Z,176620684097700
"""thiccy alt @ r4Up90ARFn"" posts a big blind of 40",2025-12-20T05:00:36.886Z,176620683688611
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T05:00:36.886Z,176620683688610
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8861) | #3 ""baku @ doUwoBS7nJ"" (3950) | #4 ""sean @ QBFJyJmi22"" (7127) | #5 ""thiccy alt @ r4Up90ARFn"" (2631) | #6 ""blaaad @ gpZYtoabpb"" (5655) | #8 ""Rah @ 7fA2Vhp4Rw"" (10580) | #9 ""Matt @ VroTcYA-gK"" (12888) | #10 ""Valkyrie @ abX3tAvjnL"" (7823)",2025-12-20T05:00:36.886Z,176620683688601
"-- starting hand #357 (id: xygbzsslbiai)  (No Limit Texas Hold'em) (dealer: ""baku @ doUwoBS7nJ"") --",2025-12-20T05:00:36.886Z,176620683688600
"-- ending hand #356 --",2025-12-20T05:00:33.854Z,176620683385402
"""Rah @ 7fA2Vhp4Rw"" collected 5875 from pot with Three of a Kind, Q's (combination: Q♣, Q♥, Q♠, A♠, 10♣)",2025-12-20T05:00:33.854Z,176620683385401
"""Rah @ 7fA2Vhp4Rw"" shows a A♠, Q♣.",2025-12-20T05:00:33.854Z,176620683385400
"""Valkyrie @ abX3tAvjnL"" calls 1615",2025-12-20T05:00:33.027Z,176620683302700
"""Rah @ 7fA2Vhp4Rw"" bets 1615",2025-12-20T05:00:27.372Z,176620682737200
"River: 5♥, Q♥, Q♠, 10♣ [8♣]",2025-12-20T05:00:18.082Z,176620681808200
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T05:00:17.274Z,176620681727400
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T05:00:11.560Z,176620681156000
"Turn: 5♥, Q♥, Q♠ [10♣]",2025-12-20T05:00:10.395Z,176620681039500
"""Rah @ 7fA2Vhp4Rw"" calls 520",2025-12-20T05:00:09.557Z,176620680955700
"""Valkyrie @ abX3tAvjnL"" bets 520",2025-12-20T05:00:03.582Z,176620680358200
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T04:59:55.325Z,176620679532500
"Flop:  [5♥, Q♥, Q♠]",2025-12-20T04:59:53.394Z,176620679339400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T04:59:52.591Z,176620679259100
"""Rah @ 7fA2Vhp4Rw"" calls 680",2025-12-20T04:59:51.602Z,176620679160200
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T04:59:46.250Z,176620678625000
"""sean @ QBFJyJmi22"" folds",2025-12-20T04:59:45.120Z,176620678512000
"""baku @ doUwoBS7nJ"" folds",2025-12-20T04:59:44.044Z,176620678404400
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T04:59:43.182Z,176620678318200
"""Valkyrie @ abX3tAvjnL"" raises to 680",2025-12-20T04:59:42.076Z,176620678207600
"""Matt @ VroTcYA-gK"" calls 145",2025-12-20T04:59:36.380Z,176620677638000
"""Rah @ 7fA2Vhp4Rw"" raises to 145",2025-12-20T04:59:30.408Z,176620677040800
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T04:59:27.470Z,176620676747000
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T04:59:26.524Z,176620676652400
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T04:59:24.774Z,176620676477411
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T04:59:24.774Z,176620676477410
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8861) | #3 ""baku @ doUwoBS7nJ"" (3970) | #4 ""sean @ QBFJyJmi22"" (7167) | #5 ""thiccy alt @ r4Up90ARFn"" (2671) | #6 ""blaaad @ gpZYtoabpb"" (5655) | #8 ""Rah @ 7fA2Vhp4Rw"" (7520) | #9 ""Matt @ VroTcYA-gK"" (13033) | #10 ""Valkyrie @ abX3tAvjnL"" (10638)",2025-12-20T04:59:24.774Z,176620676477401
"-- starting hand #356 (id: 714qerlyvbx7)  (No Limit Texas Hold'em) (dealer: ""Steve @ GpxgUdJz7n"") --",2025-12-20T04:59:24.774Z,176620676477400
"-- ending hand #355 --",2025-12-20T04:59:21.773Z,176620676177302
"""Valkyrie @ abX3tAvjnL"" collected 620 from pot",2025-12-20T04:59:21.773Z,176620676177301
"Uncalled bet of 160 returned to ""Valkyrie @ abX3tAvjnL""",2025-12-20T04:59:21.773Z,176620676177300
"""Matt @ VroTcYA-gK"" folds",2025-12-20T04:59:20.880Z,176620676088000
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T04:59:19.027Z,176620675902700
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T04:59:15.899Z,176620675589900
"""Valkyrie @ abX3tAvjnL"" bets 160",2025-12-20T04:59:14.085Z,176620675408500
"""Matt @ VroTcYA-gK"" checks",2025-12-20T04:59:09.956Z,176620674995600
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T04:59:03.723Z,176620674372300
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T04:59:02.833Z,176620674283300
"Flop:  [3♠, K♠, 6♥]",2025-12-20T04:59:00.959Z,176620674095900
"""baku @ doUwoBS7nJ"" folds",2025-12-20T04:59:00.091Z,176620674009100
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T04:58:59.064Z,176620673906400
"""Valkyrie @ abX3tAvjnL"" calls 140",2025-12-20T04:58:57.976Z,176620673797600
"""Matt @ VroTcYA-gK"" calls 140",2025-12-20T04:58:44.990Z,176620672499000
"""Rah @ 7fA2Vhp4Rw"" calls 140",2025-12-20T04:58:40.577Z,176620672057700
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T04:58:39.650Z,176620671965000
"""thiccy alt @ r4Up90ARFn"" raises to 140",2025-12-20T04:58:38.745Z,176620671874500
"""sean @ QBFJyJmi22"" folds",2025-12-20T04:58:35.628Z,176620671562800
"""baku @ doUwoBS7nJ"" posts a big blind of 40",2025-12-20T04:58:33.715Z,176620671371511
"""Steve @ GpxgUdJz7n"" posts a small blind of 20",2025-12-20T04:58:33.715Z,176620671371510
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8881) | #3 ""baku @ doUwoBS7nJ"" (4010) | #4 ""sean @ QBFJyJmi22"" (7167) | #5 ""thiccy alt @ r4Up90ARFn"" (2811) | #6 ""blaaad @ gpZYtoabpb"" (5655) | #8 ""Rah @ 7fA2Vhp4Rw"" (7660) | #9 ""Matt @ VroTcYA-gK"" (13173) | #10 ""Valkyrie @ abX3tAvjnL"" (10158)",2025-12-20T04:58:33.715Z,176620671371501
"-- starting hand #355 (id: innt0nzwhamx)  (No Limit Texas Hold'em) (dealer: ""Valkyrie @ abX3tAvjnL"") --",2025-12-20T04:58:33.715Z,176620671371500
"-- ending hand #354 --",2025-12-20T04:58:30.711Z,176620671071102
"""Rah @ 7fA2Vhp4Rw"" collected 4124 from pot with Two Pair, K's & 6's (combination: K♣, K♥, 6♣, 6♦, A♦)",2025-12-20T04:58:30.711Z,176620671071101
"""Rah @ 7fA2Vhp4Rw"" shows a K♣, A♦.",2025-12-20T04:58:30.711Z,176620671071100
"""thiccy alt @ r4Up90ARFn"" calls 802",2025-12-20T04:58:29.876Z,176620670987600
"""Rah @ 7fA2Vhp4Rw"" bets 802",2025-12-20T04:58:27.888Z,176620670788800
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T04:58:20.669Z,176620670066900
"River: 6♣, 8♣, 6♦, 3♦ [K♥]",2025-12-20T04:58:19.949Z,176620669994900
"""sean @ QBFJyJmi22"" folds",2025-12-20T04:58:19.115Z,176620669911500
"""Rah @ 7fA2Vhp4Rw"" calls 600",2025-12-20T04:58:16.798Z,176620669679800
"""thiccy alt @ r4Up90ARFn"" bets 600",2025-12-20T04:58:15.018Z,176620669501800
"""sean @ QBFJyJmi22"" checks",2025-12-20T04:58:12.055Z,176620669205500
"Turn: 6♣, 8♣, 6♦ [3♦]",2025-12-20T04:58:10.578Z,176620669057800
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T04:58:09.771Z,176620668977100
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T04:58:07.206Z,176620668720600
"""sean @ QBFJyJmi22"" checks",2025-12-20T04:58:05.438Z,176620668543800
"Flop:  [6♣, 8♣, 6♦]",2025-12-20T04:58:03.378Z,176620668337800
"""thiccy alt @ r4Up90ARFn"" calls 420",2025-12-20T04:58:02.567Z,176620668256700
"""sean @ QBFJyJmi22"" calls 420",2025-12-20T04:58:01.405Z,176620668140500
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T04:57:50.786Z,176620667078600
"""Valkyrie @ abX3tAvjnL"" folds",2025-12-20T04:57:49.655Z,176620666965500
"""Matt @ VroTcYA-gK"" folds",2025-12-20T04:57:48.600Z,176620666860000
"""Rah @ 7fA2Vhp4Rw"" raises to 420",2025-12-20T04:57:47.597Z,176620666759700
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T04:57:42.096Z,176620666209600
"""thiccy alt @ r4Up90ARFn"" calls 100",2025-12-20T04:57:41.156Z,176620666115600
"""sean @ QBFJyJmi22"" raises to 100",2025-12-20T04:57:38.070Z,176620665807000
"""baku @ doUwoBS7nJ"" folds",2025-12-20T04:57:34.844Z,176620665484400
"""Steve @ GpxgUdJz7n"" posts a big blind of 40",2025-12-20T04:57:29.215Z,176620664921511
"""Valkyrie @ abX3tAvjnL"" posts a small blind of 20",2025-12-20T04:57:29.215Z,176620664921510
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4010) | #4 ""sean @ QBFJyJmi22"" (7587) | #5 ""thiccy alt @ r4Up90ARFn"" (4633) | #6 ""blaaad @ gpZYtoabpb"" (5655) | #8 ""Rah @ 7fA2Vhp4Rw"" (5358) | #9 ""Matt @ VroTcYA-gK"" (13173) | #10 ""Valkyrie @ abX3tAvjnL"" (10178)",2025-12-20T04:57:29.215Z,176620664921501
"-- starting hand #354 (id: ofx3a0pjf6nk)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T04:57:29.215Z,176620664921500
"""Matt @ VroTcYA-gK"" shows a 7♠.",2025-12-20T04:57:27.481Z,176620664748100
"-- ending hand #353 --",2025-12-20T04:57:25.463Z,176620664546304
"""blaaad @ gpZYtoabpb"" collected 500 from pot with Pair, A's (combination: A♥, A♠, K♠, J♠, 9♣)",2025-12-20T04:57:25.463Z,176620664546303
"""blaaad @ gpZYtoabpb"" shows a 9♣, A♥.",2025-12-20T04:57:25.463Z,176620664546302
"""thiccy alt @ r4Up90ARFn"" shows a 8♦, K♥.",2025-12-20T04:57:25.463Z,176620664546301
"""Valkyrie @ abX3tAvjnL"" shows a 10♥, 8♣.",2025-12-20T04:57:25.463Z,176620664546300
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T04:57:24.637Z,176620664463700
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T04:57:23.725Z,176620664372500
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T04:57:20.192Z,176620664019200
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T04:57:19.131Z,176620663913100
"River: J♠, K♠, 3♣, A♠ [4♠]",2025-12-20T04:57:14.755Z,176620663475500
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T04:57:13.879Z,176620663387900
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T04:57:12.986Z,176620663298600
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T04:57:09.799Z,176620662979900
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T04:57:08.727Z,176620662872700
"Turn: J♠, K♠, 3♣ [A♠]",2025-12-20T04:57:05.652Z,176620662565200
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T04:57:04.807Z,176620662480700
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T04:57:03.564Z,176620662356400
"""thiccy alt @ r4Up90ARFn"" checks",2025-12-20T04:57:01.047Z,176620662104700
"""Valkyrie @ abX3tAvjnL"" checks",2025-12-20T04:56:58.484Z,176620661848400
"Flop:  [J♠, K♠, 3♣]",2025-12-20T04:56:56.362Z,176620661636200
"""thiccy alt @ r4Up90ARFn"" calls 120",2025-12-20T04:56:55.544Z,176620661554400
"""Valkyrie @ abX3tAvjnL"" calls 120",2025-12-20T04:56:53.683Z,176620661368300
"""Matt @ VroTcYA-gK"" folds",2025-12-20T04:56:51.229Z,176620661122900
"""Rah @ 7fA2Vhp4Rw"" calls 120",2025-12-20T04:56:50.172Z,176620661017200
"""blaaad @ gpZYtoabpb"" raises to 120",2025-12-20T04:56:48.935Z,176620660893500
"""thiccy alt @ r4Up90ARFn"" calls 40",2025-12-20T04:56:42.441Z,176620660244100
"""sean @ QBFJyJmi22"" folds",2025-12-20T04:56:40.778Z,176620660077800
"""baku @ doUwoBS7nJ"" folds",2025-12-20T04:56:39.705Z,176620659970500
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T04:56:37.591Z,176620659759100
"""Valkyrie @ abX3tAvjnL"" posts a big blind of 40",2025-12-20T04:56:35.972Z,176620659597211
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T04:56:35.972Z,176620659597210
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8921) | #3 ""baku @ doUwoBS7nJ"" (4010) | #4 ""sean @ QBFJyJmi22"" (7587) | #5 ""thiccy alt @ r4Up90ARFn"" (4753) | #6 ""blaaad @ gpZYtoabpb"" (5275) | #8 ""Rah @ 7fA2Vhp4Rw"" (5478) | #9 ""Matt @ VroTcYA-gK"" (13193) | #10 ""Valkyrie @ abX3tAvjnL"" (10298)",2025-12-20T04:56:35.972Z,176620659597201
"-- starting hand #353 (id: zals8pbxfp7n)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T04:56:35.972Z,176620659597200
"""Rah @ 7fA2Vhp4Rw"" shows a Q♥.",2025-12-20T04:56:33.519Z,176620659351900
"-- ending hand #352 --",2025-12-20T04:56:32.346Z,176620659234602
"""Matt @ VroTcYA-gK"" collected 4000 from pot",2025-12-20T04:56:32.346Z,176620659234601
"Uncalled bet of 9193 returned to ""Matt @ VroTcYA-gK""",2025-12-20T04:56:32.346Z,176620659234600
"""thiccy alt @ r4Up90ARFn"" folds",2025-12-20T04:56:31.527Z,176620659152700
"""Matt @ VroTcYA-gK"" bets 9193 and go all in",2025-12-20T04:55:34.840Z,176620653484000
"River: 5♠, 8♥, 7♠, 7♥ [K♦]",2025-12-20T04:55:23.592Z,176620652359200
"""thiccy alt @ r4Up90ARFn"" calls 1200",2025-12-20T04:55:22.775Z,176620652277500
"""Matt @ VroTcYA-gK"" bets 1200",2025-12-20T04:55:21.667Z,176620652166700
"Turn: 5♠, 8♥, 7♠ [7♥]",2025-12-20T04:55:10.709Z,176620651070900
"""thiccy alt @ r4Up90ARFn"" calls 640",2025-12-20T04:55:09.901Z,176620650990100
"""sean @ QBFJyJmi22"" folds",2025-12-20T04:55:08.543Z,176620650854300
"""Matt @ VroTcYA-gK"" raises to 640",2025-12-20T04:55:06.262Z,176620650626200
"""thiccy alt @ r4Up90ARFn"" bets 160",2025-12-20T04:54:58.538Z,176620649853800
"""sean @ QBFJyJmi22"" checks",2025-12-20T04:54:54.632Z,176620649463200
